freq,Gain,Phase
158489.31924611140857451,-22.99808945994204023577,80.782904570915079034421
173780.08287493762327358,-23.7949116891899556947,81.829883105033147217
190546.07179632483166642,-24.58120938320253046072,82.798823490205364805661
208929.61308540409663692,-25.35672762432800197985,83.691441123126608658822
229086.76527677747071721,-26.120979231422172262,84.507924294938064235794
251188.64315095823258162,-26.87326383307381050258,85.246549078498873086573
275422.87033381691435352,-27.61269502676075404679,85.903254770007407614685
301995.17204020189819857,-28.33823915587766251178,86.471179046553615421544
331131.12148259073728696,-29.04876979786320845278,86.940159509156856643131
363078.05477010097820312,-29.74314228736845677759,87.296217727010315456937
398107.17055349692236632,-30.42021635403499857375,87.533280215100518262261
436515.83224016561871395,-31.07925718618969312956,87.604949467455085709844
478630.09232263802550733,-31.71971632890549486206,87.494178715249447009228
524807.4602497722953558,-32.34163918951011140734,87.167364829828912320409
575439.93733715661801398,-32.94573349809506623842,86.589280095368039269488
630957.3444801929872483,-33.53392870068913822479,85.708391977111730852812
691830.97091893618926406,-34.10914776130317704883,84.478963945776243349428
758577.57502918364480138,-34.67589995234271782465,82.848741935891283105775
831763.77110267081297934,-35.24032625687912911872,80.757832644574619962441
912010.83935590973123908,-35.81075518546297331568,78.146928473108161483651
1000000,-36.39786912045367728297,74.951794012763699015522
1096478.1961431850213557,-37.01545150052930210904,71.108936928446752290256
1202264.434617412975058,-37.68056984710499790481,66.54898133181512775991
1318256.738556407392025,-38.41590034990896640466,61.19981569973095503201
1445439.7707459281664342,-39.24999862218496105015,54.989722256813308831624
1584893.1924611141439527,-40.22111235347473723323,47.833255855109712229023
1737800.8287493763491511,-41.38169595176552206794,39.63583579849269966644
1905460.7179632482584566,-42.7993829098538043354,30.238721742257364866191
2089296.1308540408499539,-47.27824253204796889349,37.818049276339799291691
2290867.6527677746489644,-47.08892367324832406439,8.4606229681920197549516
2511886.4315095818601549,-50.66082171260948996405,-4.906520861393287802343
2754228.7033381690271199,-56.78610787196084430661,-19.75124520319192455986
3019951.7204020190984011,-89.9341481547818659692,-37.2914680175237336357
3311311.2148259077221155,-58.20941797358123181994,125.4527405808183004865
3630780.5477010104805231,-53.04443475043137112834,105.1506673652609435976
3981071.7055349694564939,-50.88527393612457672134,82.653285009202093647218
4365158.3224016558378935,-50.42662355441832744418,58.592050607671978923463
4786300.9232263807207346,-51.55385913124622732084,31.41937472196017822057
5248074.602497722953558,-54.83493475284321050367,1.7079624703957585474257
5754399.3733715657144785,-63.53863695223100904741,-30.99629615726047404678
6309573.4448019303381443,-65.3331588619945193841,115.81335213693712660188
6918309.7091893628239632,-57.42591770526959749077,74.011991569169921945104
7585775.7502918355166912,-56.38314951722907863996,30.968054689370219989542
8317637.7110267095267773,-59.94200891884756288164,-18.62516293455377081045
9120108.3935590982437134,-86.04858131612166971536,112.82092857065272539785
10000000,-61.56305755023793579994,56.097173483014813655245
